left_node,right_node,left_frame_id,right_frame_id,measured_dx_px,measured_dy_px,inlier_count,inlier_ratio,grid_coverage,vertical_span_fraction,forward_backward_p95_px,parallax_cluster_ratio,pose_progress_m,pose_direction_agreement,confidence,reliable,rejection_reasons,kind,direct_image_match,detected_feature_count,forward_lk_valid_count,backward_lk_valid_count,fb_retained_count,model_inlier_count,fb_retention_ratio,model_inlier_ratio_retained,effective_inlier_ratio_detected,forward_backward_p50_px,model_residual_p50_px,model_residual_p95_px,model_residual_max_px,dominant_cluster_count,secondary_cluster_count,frame_gap,timestamp_gap_ms,predicted_overlap_fraction,provisional_spacing_px
3,5,120,122,7.828865051269531,-0.15795516967773438,191,0.45047169811320753,0.6666666666666666,0.9708333333333333,0.22807464003562927,0.4630541871921182,0.01924565990333771,True,0.9762651141961486,False,['excessive_parallax_clusters'],skip,True,424,422,419,406,191,0.9575471698113207,0.47044334975369456,0.45047169811320753,0.015421414747834206,1.660952261070408,4.4006377597499,9.633444275579002,191,188,2,50.087999999988824,1.0,0.0
4,6,121,123,7.521369934082031,-0.3534278869628906,200,0.46403712296983757,0.6666666666666666,0.9833333333333333,0.22643178701400757,0.470873786407767,0.01669377814711126,True,0.9620476610767872,False,['excessive_parallax_clusters'],skip,True,431,429,426,412,200,0.9559164733178654,0.4854368932038835,0.46403712296983757,0.019353076815605164,1.5552272750759313,4.101938279952258,8.902781036403727,200,194,2,50.087999999988824,1.0,0.0
5,7,122,124,3.714752197265625,-0.15605926513671875,357,0.8263888888888888,1.0,0.9833333333333333,0.15144851803779602,0.13348946135831383,0.009401172990541218,True,1.0,True,[],skip,True,432,432,430,427,357,0.9884259259259259,0.8360655737704918,0.8263888888888888,0.007109285797923803,1.1280961468678479,1.7665601014361474,6.315912339009303,357,57,2,33.39199999999255,1.0,0.0
6,8,123,125,3.30560302734375,0.149322509765625,381,0.8778801843317973,1.0,0.9833333333333333,0.16748997569084167,0.06872037914691943,0.009260661769781908,True,1.0,True,[],skip,True,434,434,430,422,381,0.9723502304147466,0.9028436018957346,0.8778801843317973,0.007807070389389992,0.9929962341810639,1.6166487137422865,5.585727147684144,381,29,2,33.39200000002165,1.0,0.0
7,9,124,126,3.0026321411132812,0.2961769104003906,396,0.9145496535796767,1.0,0.9833333333333333,0.15086357295513153,0.05714285714285714,0.008945747948315486,True,1.0,True,[],skip,True,433,433,432,420,396,0.9699769053117783,0.9428571428571428,0.9145496535796767,0.010287623852491379,0.7769990128256773,1.5370244737403016,3.068955974056147,396,24,2,33.39200000002165,1.0,0.0
8,10,125,127,3.827545166015625,0.200836181640625,319,0.7299771167048055,0.9583333333333334,0.975,0.1804027259349823,0.19858156028368795,0.011147961642289372,True,1.0,True,[],skip,True,437,437,435,423,319,0.9679633867276888,0.7541371158392435,0.7299771167048055,0.009735574945807457,1.150782559666662,2.168506465747354,4.279948803205577,319,84,2,50.087999999988824,1.0,0.0
9,11,126,128,3.597747802734375,0.022686004638671875,388,0.8818181818181818,1.0,0.9875,0.1676114797592163,0.06264501160092807,0.009823544950260388,True,1.0,True,[],skip,True,440,440,438,431,388,0.9795454545454545,0.9002320185614849,0.8818181818181818,0.006475899834185839,1.0087311883937913,1.8697933699421252,3.811615308410225,388,27,2,50.087999999988824,1.0,0.0
0,4,117,121,7.368896484375,-0.0101165771484375,118,0.2681818181818182,0.5416666666666666,0.95,0.3972720503807068,0.2991913746630728,0.037017961811635525,True,0.5959595959595959,False,['insufficient_inlier_ratio'],skip,True,440,436,432,371,118,0.8431818181818181,0.31805929919137466,0.2681818181818182,0.028779955580830574,4.111933208828553,9.618373797766019,10.336980126016199,118,111,4,83.48000000001048,1.0,0.0
1,5,118,122,8.05621337890625,-0.14601898193359375,94,0.21809744779582366,0.4375,0.6458333333333334,0.44083690643310547,0.28254847645429365,0.04114150242501702,True,0.48466099510183036,False,['insufficient_inlier_ratio'],skip,True,431,424,422,361,94,0.8375870069605569,0.26038781163434904,0.21809744779582366,0.03834720328450203,5.109271610921033,10.550332941116075,11.335025824390527,94,102,4,100.17600000000675,1.0,0.0
2,6,119,123,7.7230072021484375,-0.21624374389648438,101,0.23325635103926096,0.4791666666666667,0.6666666666666666,0.4394843280315399,0.3155080213903743,0.03755420823011946,True,0.5183474467539132,False,['insufficient_inlier_ratio'],skip,True,433,427,422,374,101,0.8637413394919169,0.2700534759358289,0.23325635103926096,0.03719251975417137,4.731297534727183,9.96395846284678,10.663012018183151,101,118,4,100.17599999997765,1.0,0.0
3,7,120,124,12.708389282226562,-0.28256988525390625,128,0.3018867924528302,0.4583333333333333,0.9708333333333333,0.42858654260635376,0.3979591836734694,0.028646832893878926,True,0.670859538784067,False,['insufficient_inlier_ratio'],skip,True,424,421,421,392,128,0.9245283018867925,0.32653061224489793,0.3018867924528302,0.031436264514923096,3.3963301507846406,7.330077052503856,13.506187625721527,128,156,4,83.47999999998137,1.0,0.0
4,8,121,125,11.95068359375,-0.20574378967285156,136,0.31554524361948955,0.5,0.9708333333333333,0.3415628969669342,0.4075,0.02595443991689317,True,0.7012116524877545,False,['insufficient_inlier_ratio'],skip,True,431,428,425,400,136,0.9280742459396751,0.34,0.31554524361948955,0.02434566617012024,2.878811528678976,6.8108737699640205,14.042909407838586,136,163,4,83.48000000001048,1.0,0.0
5,9,122,126,8.030189514160156,0.18375396728515625,195,0.4513888888888889,0.7083333333333334,0.9791666666666666,0.26183316111564636,0.4538834951456311,0.018346920938856703,True,0.9929390997352161,False,['excessive_parallax_clusters'],skip,True,432,432,429,412,195,0.9537037037037037,0.4733009708737864,0.4513888888888889,0.01311422698199749,1.7721635737096615,4.420002996580602,7.736050950262711,195,187,4,66.7840000000142,1.0,0.0
6,10,123,127,8.797405242919922,0.337799072265625,184,0.423963133640553,0.7083333333333334,0.9833333333333333,0.25594356656074524,0.4419753086419753,0.02040862341207128,True,0.9421402969790066,False,['insufficient_inlier_ratio'],skip,True,434,433,429,405,184,0.9331797235023042,0.454320987654321,0.423963133640553,0.019604338333010674,2.0077936902725115,4.868735353777205,7.914011208832643,184,179,4,83.48000000001048,1.0,0.0
7,11,124,128,7.894073486328125,0.3161048889160156,205,0.47344110854503463,0.7083333333333334,0.9833333333333333,0.2420770674943924,0.4106280193236715,0.018769292898575873,True,1.0,True,[],skip,True,433,433,432,414,205,0.9561200923787528,0.49516908212560384,0.47344110854503463,0.0168185755610466,1.5191962318395578,4.69600566383275,8.132661514450918,205,170,4,83.48000000001048,1.0,0.0
